id,tags
1414,language human_sound right_hand auditory
1415,visual
1416,calculation visual_words visual auditory
1417,right_hand visual_words visual
1418,calculation auditory
1419,right_hand visual
1420,objects visual
1421,visual
1422,visual_words visual
1423,scramble visual
1424,calculation visual_words visual
1425,faces visual
1426,vertical_checkerboard right_hand visual
1427,objects visual
1428,left_hand objects visual non_human_sound
1429,auditory
1430,visual
1431,vertical_checkerboard visual
1432,visual
1433,horizontal_checkerboard visual
1434,left_hand right_hand visual_words visual
1435,objects right_hand visual
1436,right_hand visual
1437,left_hand auditory
1438,right_hand auditory
1439,objects visual
1440,language human_sound auditory
1441,horizontal_checkerboard vertical_checkerboard visual
1442,visual_words visual
1443,scramble visual
1444,language auditory
1445,right_hand visual_words visual
1446,scramble visual
1447,visual
1448,calculation visual
1449,left_hand auditory
1450,right_hand visual
1451,visual
1452,calculation visual
1453,calculation non_human_sound auditory
1454,visual
1455,visual_words visual
1456,visual
1457,calculation visual_words visual
1458,objects visual non_human_sound
1459,left_hand auditory
1460,right_hand visual
1461,horizontal_checkerboard vertical_checkerboard visual
1462,objects visual
1463,visual_words visual
1464,visual_words visual
1465,calculation auditory
1466,right_hand visual
1467,left_foot visual
1468,calculation right_hand auditory
1469,auditory
1470,calculation auditory
1471,horizontal_checkerboard visual_words visual
1472,right_hand auditory
1473,visual
1474,calculation visual_words visual
1475,visual
1476,language visual_words visual
1477,right_hand auditory
1478,visual_words visual
1479,left_hand auditory
1480,visual
1481,visual_words visual
1482,right_hand auditory
1483,vertical_checkerboard visual
1484,visual auditory
1485,vertical_checkerboard visual
1486,places right_hand visual
1487,faces visual
1488,language right_hand visual_words visual
1489,visual_words visual
1490,calculation visual
1491,language human_sound auditory
1492,visual
1493,visual
1494,calculation visual_words visual
1495,calculation right_hand auditory
1496,objects visual
1497,calculation objects visual auditory
1498,language human_sound auditory
1499,places visual
1500,visual
1501,calculation auditory
1502,left_hand visual_words visual
1503,left_foot visual
1504,calculation auditory
1505,visual
1506,objects visual non_human_sound auditory
1507,right_hand visual
1508,visual auditory
1509,horizontal_checkerboard vertical_checkerboard visual
1510,objects visual
1511,calculation auditory
1512,language visual_words visual
1513,visual_words visual
1514,right_hand auditory
1515,visual auditory
1516,visual
1517,auditory
1518,calculation auditory
1519,calculation auditory
1520,left_hand visual
1521,visual
1522,visual_words visual
1523,right_hand auditory
1524,scramble visual
1525,visual auditory
1526,language human_sound auditory
1527,language right_hand visual_words visual
1528,visual
1529,visual
1530,right_hand visual
1531,vertical_checkerboard visual
1532,visual
1533,calculation auditory
1534,visual_digits visual
1535,
1536,language visual_words visual
1537,vertical_checkerboard right_hand visual
1538,left_hand auditory
1539,objects right_hand visual
1540,vertical_checkerboard visual
1541,vertical_checkerboard visual
1542,calculation auditory
1543,language visual_words visual
1544,visual
1545,calculation visual_words visual
1546,visual saccades
1547,right_hand visual
1548,left_hand visual_words visual
1549,objects visual non_human_sound auditory
1550,visual_words visual
1551,visual
1552,auditory
1553,faces vertical_checkerboard visual
1554,visual
1555,calculation visual_words visual
1556,language human_sound auditory
1557,scramble visual
1558,calculation visual
1559,vertical_checkerboard visual
1560,left_hand auditory
1561,horizontal_checkerboard vertical_checkerboard visual
1562,left_hand visual
1563,right_hand visual
1564,objects visual
1565,language visual_words visual
1566,non_human_sound auditory
1567,language visual_words visual
1568,right_hand visual_words visual
1569,auditory
1570,calculation visual_words visual
1571,visual_digits visual
1572,non_human_sound auditory
1573,left_foot visual
1574,calculation objects visual
1575,language human_sound auditory
1576,calculation visual
1577,visual_digits calculation visual
1578,visual saccades
1579,objects right_hand visual
1580,vertical_checkerboard visual
1581,calculation auditory
1582,calculation right_hand visual
1583,visual
1584,right_hand auditory
1585,vertical_checkerboard right_hand visual
1586,vertical_checkerboard visual
1587,left_hand objects visual non_human_sound
1588,visual
1589,visual
1590,right_hand visual
1591,vertical_checkerboard visual
1592,right_hand visual
1593,visual_words visual
1594,non_human_sound auditory
1595,calculation auditory
1596,right_hand visual
1597,calculation visual
1598,objects visual auditory
1599,visual
1600,visual
1601,visual
1602,calculation visual
1603,left_hand visual_words visual
1604,language visual_words visual
1605,calculation auditory
1606,auditory
1607,visual
1608,horizontal_checkerboard visual
1609,visual auditory
1610,visual
1611,horizontal_checkerboard vertical_checkerboard visual
1612,calculation auditory
1613,visual
1614,right_hand visual_words visual
1615,left_hand visual
1616,calculation auditory
1617,visual_words visual
1618,objects visual
1619,human_sound auditory
1620,horizontal_checkerboard vertical_checkerboard visual
1621,places visual
1622,calculation visual_words visual
1623,visual_digits visual
1624,non_human_sound auditory
1625,language auditory
1626,left_hand visual_words visual
1627,visual
1628,left_hand scramble visual
1629,non_human_sound auditory
1630,visual
1631,auditory
1632,visual auditory
1633,right_hand visual_words visual
1634,visual
1635,left_hand auditory
1636,visual
1637,right_hand visual
1638,objects visual
1639,language visual_words visual
1640,left_hand auditory
1641,visual
1642,right_hand auditory
1643,left_hand visual
1644,calculation right_hand auditory
1645,visual
1646,right_hand visual
1647,objects visual non_human_sound auditory
1648,visual
1649,visual
1650,visual_words visual
1651,places scramble visual
1652,visual
1653,language human_sound auditory
1654,horizontal_checkerboard vertical_checkerboard visual
1655,visual
1656,visual saccades
1657,calculation visual
1658,left_hand visual_words visual
1659,calculation visual_words visual
1660,auditory
1661,horizontal_checkerboard vertical_checkerboard visual
1662,left_hand auditory
1663,objects visual
1664,right_hand visual
1665,calculation right_hand auditory
1666,calculation objects visual
1667,visual
1668,visual
1669,calculation visual
1670,faces visual
1671,left_hand visual
1672,calculation auditory
1673,calculation visual
1674,vertical_checkerboard visual
1675,visual
1676,horizontal_checkerboard visual
1677,non_human_sound auditory
1678,language visual_words visual
1679,right_hand visual_words visual
1680,language visual_words visual
1681,language auditory
1682,visual saccades
1683,vertical_checkerboard visual
1684,places visual
1685,visual
1686,objects visual non_human_sound auditory
1687,visual
1688,calculation visual
1689,right_hand auditory
1690,right_foot visual
1691,auditory
1692,language visual_words visual
1693,language right_hand auditory
1694,visual
1695,visual_words visual
1696,calculation visual_words visual
1697,language auditory
1698,non_human_sound auditory
1699,right_hand auditory
1700,visual
1701,objects right_hand visual
1702,objects visual
1703,calculation visual_words auditory
1704,calculation auditory
1705,visual
1706,scramble visual
1707,right_hand visual
1708,visual saccades
1709,visual non_human_sound auditory
1710,places visual
1711,left_hand auditory
1712,scramble visual
1713,vertical_checkerboard visual
1714,language auditory
1715,calculation visual
1716,visual
1717,calculation right_hand auditory
1718,language right_hand visual_words visual
1719,right_hand visual_words visual
1720,visual
1721,right_hand auditory
1722,visual
1723,calculation language auditory
1724,language visual_words visual
1725,visual saccades
1726,auditory
1727,right_hand visual_words visual
1728,left_hand visual_words visual
1729,left_hand visual
1730,language human_sound auditory
1731,visual
1732,objects visual non_human_sound auditory
1733,visual_digits visual
1734,visual
1735,right_hand visual
1736,language right_hand visual_words visual
1737,visual
1738,right_hand visual_words visual
1739,visual
1740,places scramble visual
1741,right_hand visual
1742,non_human_sound auditory
1743,vertical_checkerboard visual
1744,auditory
1745,visual
1746,left_hand visual_words visual
1747,vertical_checkerboard visual
1748,left_hand visual
1749,left_hand auditory
1750,calculation auditory
1751,calculation visual
1752,horizontal_checkerboard visual
1753,left_hand visual
1754,vertical_checkerboard visual
1755,objects visual
1756,objects visual
1757,auditory
1758,right_hand auditory
1759,scramble visual
1760,calculation visual_words visual
1761,visual_words visual
1762,non_human_sound auditory
1763,calculation auditory
1764,right_hand visual
1765,language visual
1766,visual_digits calculation visual
1767,vertical_checkerboard visual
1768,visual
1769,calculation visual_words visual
1770,calculation visual_words visual
1771,left_hand visual auditory
1772,calculation right_hand visual
1773,visual
1774,objects right_hand visual
1775,non_human_sound auditory
1776,language human_sound auditory
1777,scramble visual
1778,objects visual
1779,right_foot visual
1780,objects right_hand visual
1781,calculation visual
1782,visual_words visual
1783,visual_words visual
1784,visual
1785,left_hand auditory
1786,visual
1787,visual
1788,visual
1789,calculation language auditory
1790,horizontal_checkerboard vertical_checkerboard visual
1791,language visual_words visual
1792,language auditory
1793,scramble visual
1794,right_hand auditory
1795,visual saccades
1796,visual
1797,visual
1798,calculation visual
1799,right_hand visual_words visual
1800,calculation language visual_words visual
1801,left_foot visual
1802,calculation auditory
1803,horizontal_checkerboard vertical_checkerboard visual
1804,human_sound auditory
1805,faces right_hand visual
1806,left_hand auditory
1807,visual
1808,language visual_words visual
1809,places visual
1810,calculation right_hand auditory
1811,calculation auditory
1812,visual
1813,calculation visual_words visual
1814,horizontal_checkerboard visual saccades
1815,right_hand visual_words visual
1816,left_hand visual
1817,left_hand auditory
1818,vertical_checkerboard visual
1819,left_hand auditory
1820,auditory
1821,objects visual auditory
1822,calculation visual
1823,right_hand visual
1824,visual
1825,visual_digits calculation visual
1826,objects visual non_human_sound auditory
1827,visual
1828,language right_hand visual_words visual
1829,visual_words visual
1830,left_hand auditory
1831,non_human_sound auditory
1832,calculation visual
1833,objects visual auditory
1834,right_hand auditory
1835,language visual_words visual
1836,calculation visual_words visual
1837,places right_hand visual
1838,calculation visual
1839,calculation visual_words visual
1840,vertical_checkerboard visual
1841,auditory
1842,visual
1843,objects visual
1844,horizontal_checkerboard vertical_checkerboard visual
1845,human_sound non_human_sound auditory
1846,scramble visual
1847,objects visual
1848,visual_digits calculation visual
1849,left_hand visual_words visual
1850,non_human_sound auditory
1851,visual
1852,vertical_checkerboard visual
1853,language human_sound auditory
1854,right_hand visual
1855,calculation visual_words visual
1856,visual
1857,visual_words visual
1858,left_hand visual_words visual auditory
1859,calculation auditory
1860,visual
1861,calculation visual_words visual
1862,calculation visual saccades
1863,calculation right_hand auditory
1864,objects right_hand visual
1865,language right_hand auditory
1866,left_hand visual
1867,horizontal_checkerboard vertical_checkerboard visual
1868,vertical_checkerboard visual
1869,calculation auditory
1870,visual
1871,language human_sound auditory
1872,visual
1873,scramble visual
1874,language visual_words visual auditory
1875,right_hand visual_words visual
1876,visual
1877,objects visual
1878,calculation visual
1879,vertical_checkerboard visual
1880,language right_hand visual_words visual
1881,scramble visual
1882,language auditory
1883,visual
1884,faces visual
1885,visual
1886,calculation right_hand auditory
1887,right_hand visual
1888,visual saccades
1889,right_hand visual
1890,left_hand visual
1891,language human_sound auditory
1892,visual
1893,visual
1894,right_hand visual
1895,visual_digits scramble visual
1896,visual
1897,visual
1898,left_hand visual
1899,visual
1900,visual
1901,places visual
1902,human_sound auditory
1903,visual
1904,non_human_sound auditory
1905,visual
1906,language auditory
1907,places right_hand visual
1908,visual
1909,visual
1910,non_human_sound auditory
1911,right_hand auditory
1912,horizontal_checkerboard visual
1913,visual_words visual
1914,visual saccades
1915,visual
1916,visual_words visual
1917,right_hand visual_words visual
1918,right_hand visual
1919,non_human_sound auditory
1920,visual_digits calculation visual
1921,horizontal_checkerboard vertical_checkerboard visual
1922,left_hand auditory
1923,auditory
1924,objects visual
1925,right_hand visual
1926,visual
1927,visual
1928,human_sound auditory
1929,right_hand visual_words visual
1930,calculation auditory
1931,visual
1932,visual_words visual
1933,left_hand auditory
1934,language visual_words visual
1935,calculation visual
1936,vertical_checkerboard visual
1937,vertical_checkerboard visual
1938,visual_digits visual
1939,vertical_checkerboard visual
1940,right_hand auditory
1941,non_human_sound auditory
1942,calculation visual_words visual
1943,right_hand visual
1944,visual auditory
1945,objects visual non_human_sound auditory
1946,visual
1947,language visual_words visual
1948,calculation auditory
1949,places right_hand visual
1950,visual_words visual
1951,calculation auditory
1952,visual
1953,visual_words visual
1954,horizontal_checkerboard vertical_checkerboard visual saccades
1955,visual_words visual
1956,calculation auditory
1957,visual
1958,objects visual
1959,language visual_words visual
1960,horizontal_checkerboard vertical_checkerboard visual
1961,visual
1962,visual_digits visual
1963,calculation auditory
1964,visual
1965,right_hand visual_words visual
1966,right_hand visual
1967,calculation right_hand auditory
1968,objects visual
1969,visual_digits calculation visual
1970,horizontal_checkerboard visual saccades
